DataMonth|DMISID|QuestionNum|Value1|Value2
2022-09-01|0001|B.1.a|3.3.9 CF 9.0|
2022-09-01|0001|B.1.b|4.630 CP 454|
2022-09-01|0001|B.1.c|213.03.0029|
2022-09-01|0001|B.4.e|300|
2022-09-01|0001|B.5.a|2543|2617
2022-09-01|0001|B.5.b||
2022-09-01|0001|B.5.d|2196|2425
2022-09-01|0001|B.8.b|143|
2022-09-01|0001|C.1.e|625|777
2022-09-01|0001|C.1.f|459|580
2022-09-01|0001|C.11.a|18|
2022-09-01|0001|C.11.a.1|9|
2022-09-01|0001|C.11.a.10|1|
2022-09-01|0001|C.11.a.11||
2022-09-01|0001|C.11.a.12|1|
2022-09-01|0001|C.11.a.2||
2022-09-01|0001|C.11.a.3||
2022-09-01|0001|C.11.a.4|1|
2022-09-01|0001|C.11.a.5|1|
2022-09-01|0001|C.11.a.6|1|
2022-09-01|0001|C.11.a.7|2|
2022-09-01|0001|C.11.a.8|1|
2022-09-01|0001|C.11.a.9|1|
2022-09-01|0001|C.11.b|466|
2022-09-01|0001|C.11.b.1|308|
2022-09-01|0001|C.11.b.2|158|
2022-09-01|0001|C.12.a||
2022-09-01|0001|C.12.a.1||
2022-09-01|0001|C.12.a.10||
2022-09-01|0001|C.12.a.11||
2022-09-01|0001|C.12.a.12||
2022-09-01|0001|C.12.a.2||
2022-09-01|0001|C.12.a.3||
2022-09-01|0001|C.12.a.4||
2022-09-01|0001|C.12.a.5||
2022-09-01|0001|C.12.a.6||
2022-09-01|0001|C.12.a.7||
2022-09-01|0001|C.12.a.8||
2022-09-01|0001|C.12.a.9||
2022-09-01|0001|C.12.b||
2022-09-01|0001|C.3.a|Y|
2022-09-01|0001|C.3.b|Y|
2022-09-01|0001|C.3.c|30|30
2022-09-01|0001|C.3.d|30|30
2022-09-01|0001|C.9.a|5029|5030
2022-09-01|0001|C.9.b||
2022-09-01|0001|C.9.c|3588|3500
2022-09-01|0001|C.9.d||
2022-09-01|0001|E.1.a.1||
2022-09-01|0001|E.1.a.2||
2022-09-01|0001|E.1.a.3||
2022-09-01|0001|E.1.a.4||
2022-09-01|0001|E.1.a.5||
2022-09-01|0001|E.1.a.6||
2022-09-01|0001|E.1.a.7||
2022-09-01|0001|E.1.a.8|1|
2022-09-01|0001|E.1.b.1||
2022-09-01|0001|E.1.b.2|5|
2022-09-01|0001|E.1.b.3||
2022-09-01|0001|E.1.b.4|2|
2022-09-01|0001|E.1.b.5||
2022-09-01|0001|E.1.b.6||
2022-09-01|0001|E.1.b.7||
2022-09-01|0001|E.1.b.8||
2022-09-01|0003|B.1.a|3.3.9 CF 9.0|
2022-09-01|0003|B.1.b|4.630 CP 454|
2022-09-01|0003|B.1.c|213.03.0029|
2022-09-01|0003|B.4.e|14|
2022-09-01|0003|B.5.a|4846|4919
2022-09-01|0003|B.5.b||
2022-09-01|0003|B.5.d|2746|2888
2022-09-01|0003|B.8.b|183|
2022-09-01|0003|C.1.e|968|995
2022-09-01|0003|C.1.f|965|992
2022-09-01|0003|C.11.a|32|
2022-09-01|0003|C.11.a.1||
2022-09-01|0003|C.11.a.10|1|
2022-09-01|0003|C.11.a.11|1|
2022-09-01|0003|C.11.a.12|8|
2022-09-01|0003|C.11.a.2||
2022-09-01|0003|C.11.a.3|1|
2022-09-01|0003|C.11.a.4|4|
2022-09-01|0003|C.11.a.5|5|
2022-09-01|0003|C.11.a.6|1|
2022-09-01|0003|C.11.a.7|5|
2022-09-01|0003|C.11.a.8|3|
2022-09-01|0003|C.11.a.9|3|
2022-09-01|0003|C.11.b|92|
2022-09-01|0003|C.11.b.1|80|
2022-09-01|0003|C.11.b.2|12|
2022-09-01|0003|C.12.a||
2022-09-01|0003|C.12.a.1||
2022-09-01|0003|C.12.a.10||
2022-09-01|0003|C.12.a.11||
2022-09-01|0003|C.12.a.12||
2022-09-01|0003|C.12.a.2||
2022-09-01|0003|C.12.a.3||
2022-09-01|0003|C.12.a.4||
2022-09-01|0003|C.12.a.5||
2022-09-01|0003|C.12.a.6||
2022-09-01|0003|C.12.a.7||
2022-09-01|0003|C.12.a.8||
2022-09-01|0003|C.12.a.9||
2022-09-01|0003|C.12.b||
2022-09-01|0003|C.3.a|Y|
2022-09-01|0003|C.3.b|Y|
2022-09-01|0003|C.3.c|30|30
2022-09-01|0003|C.3.d|30|30
2022-09-01|0003|C.9.a|7799|7807
2022-09-01|0003|C.9.b||
2022-09-01|0003|C.9.c|7291|7108
2022-09-01|0003|C.9.d||
2022-09-01|0003|E.1.a.1||
2022-09-01|0003|E.1.a.2|2|
2022-09-01|0003|E.1.a.3||
2022-09-01|0003|E.1.a.4||
2022-09-01|0003|E.1.a.5||
2022-09-01|0003|E.1.a.6||
2022-09-01|0003|E.1.a.7||
2022-09-01|0003|E.1.a.8|8|
2022-09-01|0003|E.1.b.1||
2022-09-01|0003|E.1.b.2||
2022-09-01|0003|E.1.b.3||
2022-09-01|0003|E.1.b.4||
2022-09-01|0003|E.1.b.5||
2022-09-01|0003|E.1.b.6||
2022-09-01|0003|E.1.b.7||
2022-09-01|0003|E.1.b.8|1|
2022-09-01|0004|B.1.a|3.3.9 CF 9.0|
2022-09-01|0004|B.1.b|4.630 CP 454|
2022-09-01|0004|B.1.c|213.03.0029|
2022-09-01|0004|B.4.e|646|
2022-09-01|0004|B.5.a|2659|2821
2022-09-01|0004|B.5.b||
2022-09-01|0004|B.5.d|2616|3135
2022-09-01|0004|B.8.b|197|
2022-09-01|0004|C.1.e|838|838
2022-09-01|0004|C.1.f|826|827
2022-09-01|0004|C.11.a|3|
2022-09-01|0004|C.11.a.1||
2022-09-01|0004|C.11.a.10||
2022-09-01|0004|C.11.a.11|1|
2022-09-01|0004|C.11.a.12|1|
2022-09-01|0004|C.11.a.2||
2022-09-01|0004|C.11.a.3||
2022-09-01|0004|C.11.a.4||
2022-09-01|0004|C.11.a.5||
2022-09-01|0004|C.11.a.6|1|
2022-09-01|0004|C.11.a.7||
2022-09-01|0004|C.11.a.8||
2022-09-01|0004|C.11.a.9||
2022-09-01|0004|C.11.b|8|
2022-09-01|0004|C.11.b.1|5|
2022-09-01|0004|C.11.b.2|3|
2022-09-01|0004|C.12.a||
2022-09-01|0004|C.12.a.1||
2022-09-01|0004|C.12.a.10||
2022-09-01|0004|C.12.a.11||
2022-09-01|0004|C.12.a.12||
2022-09-01|0004|C.12.a.2||
2022-09-01|0004|C.12.a.3||
2022-09-01|0004|C.12.a.4||
2022-09-01|0004|C.12.a.5||
2022-09-01|0004|C.12.a.6||
2022-09-01|0004|C.12.a.7||
2022-09-01|0004|C.12.a.8||
2022-09-01|0004|C.12.a.9||
2022-09-01|0004|C.12.b||
2022-09-01|0004|C.3.a|Y|
2022-09-01|0004|C.3.b|Y|
2022-09-01|0004|C.3.c|30|30
2022-09-01|0004|C.3.d|30|30
2022-09-01|0004|C.9.a|5955|5956
2022-09-01|0004|C.9.b||
2022-09-01|0004|C.9.c|3292|3292
2022-09-01|0004|C.9.d||
2022-09-01|0004|E.1.a.1||
2022-09-01|0004|E.1.a.2||
2022-09-01|0004|E.1.a.3||
2022-09-01|0004|E.1.a.4||
2022-09-01|0004|E.1.a.5||
2022-09-01|0004|E.1.a.6||
2022-09-01|0004|E.1.a.7||
2022-09-01|0004|E.1.a.8|8|
